Ken,gdpr recital,bdpr recital,similarity
,"the requested supervisory authority shall inform the requesting supervisory authority of the results or, as the case may be, of the progress of the measures taken in order to respond to the request. the requested supervisory authority shall provide reasons for any refusal to comply with a request pursuant to paragraph 4.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.260690021
,"this regulation applies to the processing of personal data of data subjects who are in the union by a controller or processor not established in the union, where the processing activities are related to:",– processing agents: the controller and the processor;,0.260580554
,"union or member state law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in articles 12 to 22 and article 34, as well as article 5 in so far as its provisions correspond to the rights and obligations provided for in articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard:",– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.260419464
,"where the legal system of the member state does not provide for administrative fines, this article may be applied in such a manner that the fine is initiated by the competent supervisory authority and imposed by competent national courts, while ensuring that those legal remedies are effective and have an equivalent effect to the administrative fines imposed by supervisory authorities. in any event, the fines imposed shall be effective, proportionate and dissuasive. those member states shall notify to the commission the provisions of their laws which they adopt pursuant to this paragraph by 25 may 2018 and, without delay, any subsequent amendment law or amendment affecting them.","§2 processing of the data referred to in item iii of the lead sentence of this article is forbidden for legal entity of private law, except in procedures under the authority of legal entity of public law, of which the national authority shall be specifically informed and which shall observe the limitation imposed in §4 of this article.",0.260177528
,this regulation lays down rules relating to the protection of natural persons with regard to the processing of personal data and rules relating to the free movement of personal data.,– other specific circumstances relating to the transfer.,0.260044566
,"the basic principles for processing, including conditions for consent, pursuant to articles 5, 6, 7 and 9;","requirements, conditions and minimum guarantees for the transfer that are in accordance with the rights, guarantees and principles of this law.",0.260042913
,"without prejudice to article 55, the supervisory authority of the main establishment or of the single establishment of the controller or processor shall be competent to act as lead supervisory authority for the cross-border processing carried out by that controller or processor in accordance with the procedure provided in article 60.","§3 children’s personal data may be collected without the consent mentioned in §1 of this article when the collection is necessary to contact the parents or the legal representative, and as long as the data are used one single time and not stored, or for their protection, and under no circumstances shall the data be passed on to third parties without consent as provided in §1 of this article.",0.260029108
,"where the personal data must remain confidential subject to an obligation of professional secrecy regulated by union or member state law, including a statutory obligation of secrecy.",– compliance with a legal or regulatory obligation by the controller;,0.259925956
,the possible consequences of the intended further processing for data subjects;,– information about the possibility of denying consent and the consequences of,0.259805395
,the obligations of the monitoring body pursuant to article 41(4).,"– national authority: body of the indirect public administration responsible for supervising, implementing and monitoring the compliance with this law.",0.259624697
,"each member state shall provide for one or more independent public authorities to be responsible for monitoring the application of this regulation, in order to protect the fundamental rights and freedoms of natural persons in relation to processing and to facilitate the free flow of personal data within the union (‘supervisory authority’).","§4 the anpd shall maintain a permanent communication forum, including by technical cooperation, with bodies and entities of the public administration responsible for the regulation of specific sectors of economic and governmental activity, in order to facilitate",0.259578505
,compliance with the request would infringe this regulation or union or member state law to which the supervisory authority receiving the request is subject.,"– demonstrate the effectiveness of her/his privacy governance program when appropriate and, especially, at the request of the national authority or other entity responsible for promoting compliance with good practices or codes of conduct, which, independently, promote compliance with this law.",0.259430099
,the processing is based on consent pursuant to point (a) of article 6(1) or point (a) of article 9(2) or on a contract pursuant to point (b) of article 6(1); and,this article;,0.258326561
,"if the controller has not already communicated the personal data breach to the data subject, the supervisory authority, having considered the likelihood of the personal data breach resulting in a high risk, may require it to do so or may decide that any of the conditions referred to in paragraph 3 are met.",§7 the portability of personal data referred to in item v of the lead sentence of this article does not include data that have already been anonymized by the controller.,0.258228205
,"the obligations of the controller and the processor pursuant to articles 8, 11, 25 to 39 and 42 and 43;",– processing agents: the controller and the processor;,0.257980794
,the basis for the processing referred to in point (c) and (e) of paragraph 1 shall be laid down by:,"sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.2578358
,"how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition to articles 13 and 14;","sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.25775299
,the ability to restore the availability and access to personal data in a timely manner in the event of a physical or technical incident;,– the risks related to the incident;,0.257563646
,"encourage the drawing up of codes of conduct pursuant to article 40(1) and provide an opinion and approve such codes of conduct which provide  sufficient  safeguards,  pursuant  to  article 40(5);","regularly issued stamps, certificates and codes of conduct;",0.257399354
,"the data subject objects to the processing pursuant to article 21(1) and there are no overriding legitimate grounds for the processing, or the data subject objects to the processing pursuant to article 21(2);","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.257077319
,adherence of a processor to an approved code of conduct as referred to in article 40 or an approved certification mechanism as referred to in article 42 may be used as an element by which to demonstrate sufficient guarantees as referred to in paragraphs 1 and 4 of this article.,"§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.256796485
,"when the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.256389957
,"where applicable, the respective responsibilities of the controller, joint controllers and processors involved in the processing, in particular for processing within a group of undertakings;",– information regarding the shared use of data by the controller and the purpose; vi – responsibilities of the agents that will carry out the processing; and,0.256376507
,the data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,"§1 the personal data subject has the right to petition, regarding her/his data, against the controller before the national authority.",0.256086261
,"by derogation from article 64(3) and article 65(2), an urgent opinion or an urgent binding decision referred to in paragraphs 2 and 3 of this article shall be adopted within two weeks by simple majority of the members of the board.",this article;,0.255677845
,"the transfer is made from a register which according to union or member state law is intended to provide information to the public and which is open to consultation either by the public in general or by any person who can demonstrate a legitimate interest, but only to the extent that the conditions laid down by union or member state law for consultation are fulfilled in the particular case.","§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.25563459
,"the discussions of the board shall be confidential where the board deems it necessary, as provided for in its rules of procedure.",- shall be appointed as provided for in the regulation;,0.255008108
,"each processor and, where applicable, the processor's representative shall maintain a record of all categories of processing activities carried out on behalf of a controller, containing:",– processing agents: the controller and the processor;,0.254860411
,‘supervisory authority concerned’ means a supervisory authority which is concerned by the processing of personal data because:,"§4 for purposes of this article, pseudonymization is the processing by means of which",0.254630429
,"each member state shall ensure that each supervisory authority is provided with the human, technical and financial resources, premises and infrastructure necessary for the effective performance of its tasks and exercise of its powers, including those to be carried out in the context of mutual assistance, cooperation and participation in the board.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.254143969
,"their legally binding nature, both internally and externally;",– the nature of the data;,0.254116713
,an approved certification mechanism pursuant to article 42 may be used as an element to demonstrate compliance with the requirements set out in paragraphs 1 and 2 of this article.,this article;,0.253829406
,aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to article 35(4);,"1 the lgpd uses the expression “relatório de impacto” (impact report) instead of “impact assessment”. however, considering that data protection impact assessment is the regular expression in laws of data protection, we chose to translate “relatório de impacto à proteção de dados pessoais” as “data protection impact assessment” (translator’s note).",0.253522868
,the supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant  to paragraph 1. the supervisory authority shall communicate those lists to the board referred to in article 68.,"§3 the national authority may establish complementary rules about the definition and the duties of the data protection officer, including situations in which the appointment of such person may be waived, according to the nature and the size of the entity or the volume of data processing operations.",0.253463052
,establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to article 35(4);,"1 the lgpd uses the expression “relatório de impacto” (impact report) instead of “impact assessment”. however, considering that data protection impact assessment is the regular expression in laws of data protection, we chose to translate “relatório de impacto à proteção de dados pessoais” as “data protection impact assessment” (translator’s note).",0.252675522
,charge a reasonable fee taking into account the administrative costs of providing the information or communication or taking the action requested; or,"§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.252458456
,"where, and in so far as, it is not possible to provide the information at the same time, the information may be provided in phases without undue further delay.","§5 the request as mentioned in §3 of this article shall be fulfilled without costs to the data subject, within the time periods and the terms as provided in regulation.",0.252116311
,"when consulting the supervisory authority pursuant to paragraph 1, the controller shall provide the supervisory authority with:",v– when the national authority authorizes the transfer;,0.251673231
,"promote the exchange and documentation of personal data protection legislation and practice, including on jurisdictional conflicts with third countries.","– to ensure the protection of personal data, as provided in legislation;",0.25155852
,obtaining or disclosure is expressly laid down by union or member state law to which the controller is subject and which provides appropriate measures to protect the data subject's legitimate interests; or,"– when necessary to fulfill the legitimate interests of the controller or a third party, except when the data subject’s fundamental rights and liberties which require personal data protection prevail; or",0.250980092
,"the board shall issue an opinion where a competent supervisory authority intends to adopt any of the measures below. to that end, the competent supervisory authority shall communicate the draft decision to the board, when it:","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.250962923
,the processing is unlawful and the data subject opposes the erasure of the personal data and requests the restriction of their use instead;,"§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.249864883
,"where processing is carried out by public authorities or private bodies acting on the basis of point (c) or (e) of article 6(1), the supervisory authority of the member state concerned shall be competent. in such cases article 56 does not apply.","§2 processing of the data referred to in item iii of the lead sentence of this article is forbidden for legal entity of private law, except in procedures under the authority of legal entity of public law, of which the national authority shall be specifically informed and which shall observe the limitation imposed in §4 of this article.",0.249818198
,"certification shall be issued to a controller or processor for a maximum period of three years and may be renewed, under the same conditions, provided that the relevant requirements continue to be met. certification shall be withdrawn, as applicable, by the certification bodies referred to in article 43 or by the competent supervisory authority where the requirements for the certification are not or are no longer met.","§4 acts carried out by certification entities may be reviewed by the national authority and, if they are not in compliance with this law, submitted for revision or voided.",0.249766988
,"the commission shall, if appropriate, submit legislative proposals with a view to amending other union legal acts on the protection of personal data, in order to ensure uniform and consistent protection of natural persons with regard to processing. this shall in particular concern the rules relating to the protection of natural persons with regard to processing by union institutions, bodies, offices and agencies and on the free movement of such data.",data protection.”,0.249388257
,"where the commission requests advice from the board, it may indicate a time limit, taking into account the urgency of the matter.","§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.248847126
,"a process for regularly testing, assessing and evaluating the effectiveness of technical and organisational measures for ensuring the security of the processing.","must contain at least a description of the types of data collected, the methodology used for collection and for ensuring the security of the information, and the analysis of the controller regarding the adopted measures, safeguards and mechanisms of risk mitigation.",0.248842951
,the categories of personal data;,– three (3) representatives from trade union confederations representing the economic categories of the sector;,0.248716889
,"a code of conduct referred to in paragraph 2 of this article shall contain mechanisms which enable the body referred to in article 41(1) to carry out the mandatory monitoring of compliance with its provisions by the controllers or processors which undertake to apply it, without prejudice to the tasks and powers of supervisory authorities competent pursuant to article 55 or 56.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.24865599
,"where a competent supervisory authority does not request the opinion of the board in the cases referred to in article 64(1), or does not follow the opinion of the board issued under article 64. in that case, any supervisory authority concerned or the commission may communicate the matter to the board.",§7 the portability of personal data referred to in item v of the lead sentence of this article does not include data that have already been anonymized by the controller.,0.248640697
,"in carrying out the evaluations and reviews referred to in paragraphs 1 and 2, the commission shall take into account the positions and findings of the european parliament, of the council, and of other relevant bodies or sources.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.248377981
,to provide advice where requested as regards the data protection impact assessment and monitor its performance pursuant to article 35;,"1 the lgpd uses the expression “relatório de impacto” (impact report) instead of “impact assessment”. however, considering that data protection impact assessment is the regular expression in laws of data protection, we chose to translate “relatório de impacto à proteção de dados pessoais” as “data protection impact assessment” (translator’s note).",0.247837356
,the data subject shall have the right to obtain from the controller restriction of processing where one of the following applies:,"§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.247402839
,the translation of relevant information;,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.24712107
,"in the context of the evaluations and reviews referred to in paragraph 1, the commission shall examine, in particular, the application and functioning of:","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.246889323
,paragraph 1 shall not apply if the decision:,– to monitor and apply sanctions for data processing that is not compliant with,0.246870918
,"the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.",– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.246661379
,"each supervisory authority shall ensure that the imposition of administrative fines pursuant to this article in respect of infringements of this regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.246421311
,it is not competent for the subject-matter of the request or for the measures it is requested to execute; or,§3 it is prohibited to process personal data if the consent is defective.,0.244602099
,"where none of the other supervisory authorities concerned has objected to the draft decision submitted by the lead supervisory authority within the period referred to in paragraphs 4 and 5, the lead supervisory authority and the supervisory authorities concerned shall be deemed to be in agreement with that draft decision and shall be bound by it.","§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.244116293
,"the board shall have a secretariat, which shall be provided by the european data protection supervisor.",data protection.”,0.244054091
,member state law to which the controller is subject.,"– to discuss, at the administrative level, on the interpretation of this law, its authorities and matters on which the law is silent;",0.244039179
,"advise, in accordance with member state law, the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing;","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.243791095
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of article 49(1);","sole paragraph. anpd shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this law and for setting the standards and guidelines for the implementation thereof. (included by law no. 13,853/2019)",0.243783789
,"if the data subject's consent is given in the context of a written declaration which also concerns other matters, the request for consent shall be presented in a manner which is clearly distinguishable from the other matters, in an intelligible and easily accessible form, using clear and plain language. any part of such a declaration which constitutes an infringement of this regulation shall not be binding.",– with the consent of the data subject;,0.243477236
,"the conditions governing the obligations of the member or members and staff of each supervisory authority, prohibitions on actions, occupations and benefits incompatible therewith during and after the term of office and rules governing the cessation of employment.","i - board of directors, highest governing body;",0.243460287
,"decisions adopted by the commission on the basis of article 25(6) of directive 95/46/ec shall remain in force until amended, replaced or repealed by a commission decision adopted in accordance with paragraph 3 or 5 of this article.","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.24298321
,processing of personal data which takes place in the context of the activities of establishments in more than one member state of a controller or processor in the union where the controller or processor is established in more than one member state; or,– processing agents: the controller and the processor;,0.242891773
,personal data referred to in paragraph 1 may be processed for the purposes referred to in point (h) of paragraph 2 when those data are processed by or under the responsibility of a professional subject to the obligation of professional secrecy under union or member state law or rules established by national competent bodies or by another person also subject to an obligation of secrecy under union or member state law or rules established by national competent bodies.,"sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.241982008
,"‘processing’ means any operation or set of operations which is performed on personal data or on sets of personal data, whether or not by automated means, such as collection, recording, organisation, structuring, storage, adaptation or alteration, retrieval, consultation, use,","– processing: any operation carried out with personal data, such as collection, production, receipt, classification, use, access, reproduction, transmission, distribution, processing, filing, storage, deletion, evaluation or control of the information, modification, communication, transfer, dissemination or extraction;",0.241762697
,"where the lead supervisory authority and the supervisory authorities concerned agree to dismiss or reject parts of a complaint and to act on other parts of that complaint, a separate decision shall be adopted for each of those parts of the matter. the lead supervisory authority shall adopt the decision for the part concerning actions in relation to the controller, shall notify it to the main establishment or single establishment of the controller or processor on the territory of its member state and shall inform the complainant thereof, while the supervisory authority of the complainant shall adopt the decision for the part concerning dismissal or rejection of that complaint, and shall notify it to that complainant and shall inform the controller or processor thereof.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.241735476
,conduct the accreditation of a body for monitoring codes of conduct pursuant to article 41 and of a certification body pursuant to article 43;,"regularly issued stamps, certificates and codes of conduct;",0.241684617
,"the chair of the board shall notify, without undue delay, the decision referred to in paragraph 1 to the supervisory authorities concerned. it shall inform the commission thereof. the decision shall be published on the website of the board without delay after the supervisory authority has notified the final decision referred to in paragraph 6.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.241534548
,"the data subject has explicitly consented to the proposed transfer, after having been informed of the possible risks of such transfers for the data subject due to the absence of an adequacy decision and appropriate safeguards;","§7 the individual data leaks or unauthorized access mentioned in the lead sentence of the art. 46 of this law may be subject of direct conciliation between controller and data subject, and, in the absence of an agreement, the controller shall be subject to the penalties",0.240817329
,"to order the rectification or erasure of personal data or restriction of processing pursuant to articles 16, 17 and 18 and the notification of such actions to recipients to whom the personal data have been disclosed pursuant to article 17(2) and article 19;",– data subject: a natural person to whom the personal data that are the object of processing refer to;,0.240685545
,"the board shall take decisions by a simple majority of its members, unless otherwise provided for in this regulation.",- shall be appointed as provided for in the regulation;,0.2403843
,"where more than one supervisory authority is established in a member state, that member state shall designate the supervisory authority which is to represent those authorities in the board and shall set out the mechanism to ensure compliance by the other authorities with the rules relating to the consistency mechanism referred to in article 63.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.240262591
,"the commission may specify the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules within the meaning of this article. those implementing acts shall be adopted in accordance with the examination procedure set out in article 93(2).","§2 when processing data as mentioned in §1 of this article, controllers shall make public the information about the types of data collected, the way it is used and the procedures for exercising the rights of data subjects referred to in art. 18 of this law.",0.240249678
,a controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.,of the damage.,0.240146767
,"upon request, provide information to any data subject concerning the exercise of their rights under this regulation and, if appropriate, cooperate with the supervisory authorities in other member states to that end;",– end of the processing period;,0.240003758
,the personal data have been unlawfully processed;,§7 the portability of personal data referred to in item v of the lead sentence of this article does not include data that have already been anonymized by the controller.,0.239892825
,supervisory authorities shall not be competent to supervise processing operations of courts acting in their judicial capacity.,"§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.239878456
,the commission shall be assisted by a committee. that committee shall be a committee within the meaning of regulation (eu) no 182/2011.,- must not be members of the brazilian internet steering committee (comitê gestor da internet no brasil);,0.239845129
,"the commission may adopt implementing acts of general scope in order to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the board, in particular the standardised format referred to in article 64.","§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.239838535
,"compliance with approved codes of conduct referred to in article 40 by the relevant controllers or processors shall be taken into due account in assessing the impact of the processing operations performed by such controllers or processors, in particular for the purposes of a data protection impact assessment.","1 the lgpd uses the expression “relatório de impacto” (impact report) instead of “impact assessment”. however, considering that data protection impact assessment is the regular expression in laws of data protection, we chose to translate “relatório de impacto à proteção de dados pessoais” as “data protection impact assessment” (translator’s note).",0.239526406
,"in the cases referred to in article 65, the european data protection supervisor shall have voting rights only on decisions which concern principles and rules applicable to the union institutions, bodies, offices and agencies which correspond in substance to those of this regulation.","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.239295334
,adherence to an approved code of conduct as referred to in article 40 or an approved certification mechanism as referred to in article 42 may be used as an element by which to demonstrate compliance with the requirements set out in paragraph 1 of this article.,this article;,0.239234179
,"established in the union; the controller or the processor shall be exempt from that liability, in whole or in part, only if it proves that that member is not responsible for the event giving rise to the damage;",of the damage.,0.239049215
,adherence to approved codes of conduct as referred to in article 40 or approved certification mechanisms as referred to in article 42 may be used as an element by which to demonstrate compliance with the obligations of the controller.,"§3 children’s personal data may be collected without the consent mentioned in §1 of this article when the collection is necessary to contact the parents or the legal representative, and as long as the data are used one single time and not stored, or for their protection, and under no circumstances shall the data be passed on to third parties without consent as provided in §1 of this article.",0.239045091
,"handle complaints lodged by a data subject, or by a body, organisation or association in accordance with article 80, and investigate, to the extent appropriate, the subject matter of the complaint and inform the complainant of the progress and the outcome of the investigation within a reasonable period, in particular if further investigation or coordination with another supervisory authority is necessary;",– with the consent of the data subject;,0.238806347
,"monitor relevant developments, insofar as they have an impact on the protection of personal data, in particular the development of information and communication technologies and commercial practices;","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.238524778
,"the commission may, by way of implementing acts, decide that the approved code of conduct, amendment or extension submitted to it pursuant to paragraph 8 of this article have general validity within the union. those implementing acts shall be adopted in accordance with the examination procedure set out in article 93(2).","§4 acts carried out by certification entities may be reviewed by the national authority and, if they are not in compliance with this law, submitted for revision or voided.",0.238336073
,"each member shall have the qualifications, experience and skills, in particular in the area of the protection of personal data, required to perform its duties and exercise its powers.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.238198895
,"the mechanisms for reporting to the competent supervisory authority any legal requirements to which a member of the group of undertakings, or group of enterprises engaged in a joint economic activity is subject in a third country which are likely to have a substantial adverse effect on the guarantees provided by the binding corporate rules; and","requirements, conditions and minimum guarantees for the transfer that are in accordance with the rights, guarantees and principles of this law.",0.237852219
,"the right of data subjects to be informed about the restriction, unless that may be prejudicial to the purpose of the restriction.",– the specific purpose of the processing;,0.237697486
,"the competent supervisory authority shall approve binding corporate rules in accordance with the consistency mechanism set out in article 63, provided that they:",binding corporate rules6;,0.237446886
,"the controller or processor which submits its processing to the certification mechanism shall provide the certification body referred to in article 43, or where applicable, the competent supervisory authority, with all information and access to its processing activities which are necessary to conduct the certification procedure.","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.237334878
,contribute to the activities of the board;,§2 data protection officer’s activities consist of:,0.237130175
,court proceedings for exercising the right to receive compensation shall be brought before the courts competent under the law of the member state referred to in article 79(2).,§1 in order to ensure the effective compensation to the data subject:,0.237011508
,"administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of article 58(2). when deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following:","sole paragraph. the notice of imposition of a daily fine shall contain, at the very least, the description of the obligation being imposed, the reasonable timeframe stipulated by the body for compliance and the amount of the daily fine to be applied for non-compliance.",0.236918532
,the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise;,"§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.236524723
,"to withdraw a certification or to order the certification body to withdraw a certification issued pursuant to articles 42 and 43, or to order the certification body not to issue certification if the requirements for the certification are not or are no longer met;","§4 acts carried out by certification entities may be reviewed by the national authority and, if they are not in compliance with this law, submitted for revision or voided.",0.23639392
,"to obtain, from the controller and the processor, access to all personal data and to all information necessary for the performance of its tasks;","§1 the methodologies referred to in the lead sentence of this article shall be previously published, for the information of the processing agents, and shall objectively present the forms and methods for calculating the base value of the fines, which shall contain detailed grounds for all its elements, demonstrating obedience to the criteria provided in this law.",0.236145499
,"the mechanisms within the group of undertakings, or group of enterprises engaged in a joint economic activity for ensuring the verification of compliance with the binding corporate rules. such mechanisms shall include data protection audits and methods for ensuring corrective actions to protect the rights of the data subject. results of such verification should be communicated to the person or entity referred to in point (h) and to the board of the controlling undertaking of a group of undertakings, or of the group of enterprises engaged in a joint economic activity, and should be available upon request to the competent supervisory authority;","§3 the national authority may establish complementary rules about the definition and the duties of the data protection officer, including situations in which the appointment of such person may be waived, according to the nature and the size of the entity or the volume of data processing operations.",0.235912402
,"advise the commission on any issue related to the protection of personal data in the union, including on any proposed amendment of this regulation;","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.235739448
,monitor and enforce the application of this regulation;,– to monitor and apply sanctions for data processing that is not compliant with,0.235617393
,it shall apply from 25 may 2018.,"brasília, august 14, 2018.",0.235581785
,processing of personal data relating to criminal convictions and offences or related security measures based on article 6(1) shall be carried out only under the control of official authority or when the processing is authorised by union or member state law providing for appropriate safeguards for the rights and freedoms of data subjects. any comprehensive register of criminal convictions shall be kept only under the control of official authority.,"§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.234887857
