Ken,gdpr recital,bdpr recital,similarity
,"the data subject shall have the right to mandate a not-for-profit body, organisation or association which has been properly constituted in accordance with the law of a member state, has statutory objectives which are in the public interest, and is active in the field of the protection of data subjects' rights and freedoms with regard to the protection of their personal data to lodge the complaint on his or her behalf, to exercise the rights referred to in articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in article 82 on his or her behalf where provided for by member state law.","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.911522261
,"union or member state law to which the data controller or processor is subject may restrict by way of a legislative measure the scope of the obligations and rights provided for in articles 12 to 22 and article 34, as well as article 5 in so far as its provisions correspond to the rights and obligations provided for in articles 12 to 22, when such a restriction respects the essence of the fundamental rights and freedoms and is a necessary and proportionate measure in a democratic society to safeguard:","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.910801714
,"the commission may, by way of implementing acts, decide that the approved code of conduct, amendment or extension submitted to it pursuant to paragraph 8 of this article have general validity within the union. those implementing acts shall be adopted in accordance with the examination procedure set out in article 93(2).","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.910613397
,"where the draft code, or amendment or extension is approved in accordance with paragraph 5, and where the code of conduct concerned does not relate to processing activities in  several  member states, the supervisory authority shall register and publish the code.","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.910459832
,"without prejudice to the tasks and powers of the competent supervisory authority under articles 57 and 58, the monitoring of compliance with a code of conduct pursuant to article 40 may be carried out","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.910428668
,a controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.,"§4 anyone who pays compensation for damages to the data subject has the right to demand compensation from the other liable parties, to the extent of their participation in the damaging event.",0.910415505
,"where the opinion referred to in paragraph 7 confirms that the draft code, amendment or extension complies with this regulation, or, in the situation referred to in paragraph 3, provides appropriate safeguards, the board shall submit its opinion to the commission.","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.910398127
,"taking into account the state of the art, the cost of implementation and the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for rights and freedoms of natural persons posed by the processing, the controller shall, both at the time of the determination of the means for processing and at the time of the processing itself, implement appropriate technical and organisational measures, such as pseudonymisation, which are designed to implement data-protection principles, such as data minimisation, in an effective manner and to integrate the necessary safeguards into the processing in order to meet the requirements of this regulation and protect the rights of data subjects.","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.910040134
,"the controller shall provide information on action taken on a request under articles 15 to 22 to the data subject without undue delay and in any event within one month of receipt of the request. that period may be extended by two further months where necessary, taking into account the complexity and number of the requests. the controller shall inform the data subject of any such extension within one month of receipt of the request, together with the reasons for the delay. where the data subject makes the request by electronic form means, the information shall be provided by electronic means where possible, unless otherwise requested by the data subject.","§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.909943322
,"processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, shall be subject to appropriate safeguards, in accordance with this regulation, for the rights and freedoms of the data subject. those safeguards shall ensure that technical and organisational measures are in place in particular in order to ensure respect for the principle of data minimisation. those measures may include pseudonymisation provided that those purposes can be fulfilled in that manner. where those purposes can be fulfilled by further processing which does not permit or no longer permits the identification of data subjects, those purposes shall be fulfilled in that manner.","ensuring the prevention of fraud and the safety of the data subject, in processes of identification and authentication of registration in electronic systems, respecting the rights mentioned in art. 9 of this law and except when fundamental rights and liberties of the data subject which require protection of personal data prevail.",0.909879261
,the data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,"§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.909717422
,"where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.909647898
,"where any of the other supervisory authorities concerned within a period of four weeks after having been consulted in accordance with paragraph 3 of this article, expresses a relevant and reasoned objection to the draft decision, the lead supervisory authority shall, if it does not follow the relevant and reasoned objection or is of the opinion that the objection is not relevant or reasoned, submit the matter to the consistency mechanism referred to in article 63.","§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.909613848
,"each supervisory authority shall facilitate the submission of complaints referred to in point (f) of paragraph 1 by measures such as a complaint submission form which can also be completed electronically, without excluding other means of communication.","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.909574357
,"where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.","– processors are jointly liable for damages caused by the processing when they do not comply with the obligations of data protection legislation or when they have not followed controller’s lawful instructions. in this last case, the processor is deemed equivalent to the controller, save from cases of exclusion as provided in art. 43 of this law;",0.909487642
,"in the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.","§3 children’s personal data may be collected without the consent mentioned in §1 of this article when the collection is necessary to contact the parents or the legal representative, and as long as the data are used one single time and not stored, or for their protection, and under no circumstances shall the data be passed on to third parties without consent as provided in §1 of this article.",0.909331144
,the certification bodies referred to in paragraph 1 shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification.,"§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.909320924
,"taking into account the state of the art, the costs of implementation and the nature, scope, context and purposes of processing as well as the risk of varying likelihood and severity for the rights and freedoms of natural persons, the controller and the processor shall implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, including inter alia as appropriate:","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.909277314
,"where none of the other supervisory authorities concerned has objected to the draft decision submitted by the lead supervisory authority within the period referred to in paragraphs 4 and 5, the lead supervisory authority and the supervisory authorities concerned shall be deemed to be in agreement with that draft decision and shall be bound by it.","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.909244398
,"the exercise by the supervisory authority of its powers under this article shall be subject to appropriate procedural safeguards in accordance with union and member state law, including effective judicial remedy and due process.","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.909193191
,"where a competent supervisory authority does not request the opinion of the board in the cases referred to in article 64(1), or does not follow the opinion of the board issued under article 64. in that case, any supervisory authority concerned or the commission may communicate the matter to the board.","§2 processing of the data referred to in item iii of the lead sentence of this article is forbidden for legal entity of private law, except in procedures under the authority of legal entity of public law, of which the national authority shall be specifically informed and which shall observe the limitation imposed in §4 of this article.",0.909084647
,"administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of article 58(2). when deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following:","§2 when applying the principles mentioned in items vii and viii of the lead sentence of art. 6 of this law, and subject to the structure, scale and volume of her/his operations, as well as the sensitivity of the processed data and the probability and seriousness of the damages to data subjects, the controller may:",0.908959747
,"the processor shall not engage another processor without prior specific or general written authorisation of the controller. in the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.","§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.908931798
,"‘third party’ means a natural or legal person, public authority, agency or body other than the data subject, controller, processor and persons who, under the direct authority of the controller or processor, are authorised to process personal data;",– processor: natural person or legal entity of either public or private law that processes personal data in the name of the controller;,0.908915392
,"the controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller, unless he or she is required to do so by union or member state law.","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.908849098
,"if the controller does not take action on the request of the data subject, the controller shall inform the data subject without delay and at the latest within one month of receipt of the request of the reasons for not taking action and on the possibility of lodging a complaint with a supervisory authority and seeking a judicial remedy.",– to receive pleadings from the data subject against the controller after the data subject has demonstrated that he/she presented a complaint against the controller that was not solved in the timeframe established in regulation;,0.908836389
,"the competent supervisory authority shall approve binding corporate rules in accordance with the consistency mechanism set out in article 63, provided that they:","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.908757084
,"in the cases referred to in article 65, the european data protection supervisor shall have voting rights only on decisions which concern principles and rules applicable to the union institutions, bodies, offices and agencies which correspond in substance to those of this regulation.","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.908743413
,"without prejudice to any other administrative or non-judicial remedy, each data subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant to articles 55 and 56 does not handle a complaint or does not inform the data subject within three months on the progress or outcome of the complaint lodged pursuant to article 77.","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.908586768
,the requirements referred to in paragraph 3 of this article and the criteria referred  to  in  article 42(5) shall be made public by the supervisory authority in an easily accessible form. the supervisory authorities shall also transmit those requirements and criteria to the board. the board shall collate all certification mechanisms and data protection seals in a register and shall make them publicly available by any appropriate means.,"sole paragraph. anpd shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this law and for setting the standards and guidelines for the implementation thereof. (included by law no. 13,853/2019)",0.908245139
,"where a type of processing in particular using new technologies, and taking into account the nature, scope, context and purposes of the processing, is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall, prior to the processing, carry out an assessment of the impact of the envisaged processing operations on the protection of personal data. a single assessment may address a set of similar processing operations that present similar high risks.","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.908203142
,"without prejudice to an individual contract between the controller and the processor, the contract or the other legal act referred to in paragraphs 3 and 4 of this article may be based, in whole or in part, on standard contractual clauses referred to in paragraphs 7 and 8 of this article, including when they are part of a certification granted to the controller or processor pursuant to articles 42 and 43.","§2 when the provisions of lines a and b of item ii of the lead sentence of this article are applied by public agencies and entities, said waiver of consent shall be publicized, pursuant to item i of the lead sentence of art. 23 of this law.",0.90816347
,the free movement of personal data within the union shall be neither restricted nor prohibited for reasons connected with the protection of natural persons with regard to the processing of personal data.,"ensuring the prevention of fraud and the safety of the data subject, in processes of identification and authentication of registration in electronic systems, respecting the rights mentioned in art. 9 of this law and except when fundamental rights and liberties of the data subject which require protection of personal data prevail.",0.907817253
,personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with union or member state law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this regulation.,"§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.907754537
,promote the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide.,– to promote and elaborate studies on national and international practices for the protection of personal data and privacy;,0.907743298
,"processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of union or member state law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy;","– to ensure the observance of commercial and industrial secrets, as long as the protection of personal data and the confidentiality of information when it is protected by law or when the breach of confidentiality violates the grounds of art. 2 of this law;",0.907685236
,"without prejudice to chapter viii, the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body pursuant to paragraph 1 of this article where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this regulation.","§4 acts carried out by certification entities may be reviewed by the national authority and, if they are not in compliance with this law, submitted for revision or voided.",0.907597527
,the public interest referred to in point (d) of the first subparagraph of paragraph 1 shall be recognised in union law or in the law of the member state to which the controller is subject.,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.907570487
,"the requested supervisory authority shall inform the requesting supervisory authority of the results or, as the case may be, of the progress of the measures taken in order to respond to the request. the requested supervisory authority shall provide reasons for any refusal to comply with a request pursuant to paragraph 4.","– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.907497999
,the commission shall be empowered to adopt delegated acts in accordance with article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons.,"sole paragraph. anpd shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this law and for setting the standards and guidelines for the implementation thereof. (included by law no. 13,853/2019)",0.907464818
,"‘binding corporate rules’ means personal data protection policies which are adhered to by a controller or processor established on the territory of a member state for transfers or a set of transfers of personal data to a controller or processor in one or more third countries within a group of undertakings, or group of enterprises engaged in a joint economic activity;","– shared use of data: communication, dissemination, international transfer, interconnection of personal data or shared processing of banks of personal data by public agencies and entities, in compliance with their legal capabilities, or between these and private entities, reciprocally, with specific authorization, for one or more types of processing allowed by these public entities, or among private entities;",0.907400044
,"advise, in accordance with member state law, the national parliament, the government, and other institutions and bodies on legislative and administrative measures relating to the protection of natural persons' rights and freedoms with regard to processing;","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.907389755
,"the commission shall, where available information reveals, in particular following the review referred to in paragraph 3 of this article, that a third country, a territory or one or more specified sectors within a third country, or an international organisation no longer ensures an adequate level of protection within the meaning of paragraph 2 of this article, to the extent necessary, repeal, amend or suspend the decision referred to in paragraph 3 of this article by means of implementing acts without retro-active effect. those implementing acts shall be adopted in accordance with the examination procedure referred to in article 93(2).","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.907385427
,"in the absence of a decision pursuant to article 45(3), a controller or processor may transfer personal data to a third country or an international organisation only if the controller or processor has provided appropriate safeguards, and on condition that enforceable data subject rights and effective legal remedies for data subjects are available.","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.907348678
,"regulation pursuant to article 3 in order to provide appropriate safeguards within the framework of personal data transfers to third countries or international organisations under the terms referred to in point (e) of article 46(2). such controllers or processors shall make binding and enforceable commitments, via contractual or other legally binding instruments, to apply those appropriate safeguards including with regard to the rights of data subjects.","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.907318571
,"where those proceedings are pending at first instance, any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the actions in question and its law permits the consolidation thereof.","§2 the judge, in a civil lawsuit, at her/his discretion, may reverse the burden of proof in favor of the data subject when the allegation appears to be true, there are no funds for the purpose of producing evidence or when production of evidence by the data subject would be overly burdensome.",0.90723816
,"processing by a processor shall be governed by a contract or other legal act under union or member state law, that is binding on the processor with regard to the controller and that sets out the subject-matter and duration of the processing, the nature and purpose of the processing, the type of personal data and categories of data subjects and the obligations and rights of the controller. that contract or other legal act shall stipulate, in particular, that the processor:","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.907203243
,"the data subject shall have the right to receive the personal data concerning him or her, which he or she has provided to a controller, in a structured, commonly used and machine-readable format and have the right to transmit those data to another controller without hindrance from the controller to which the personal data have been provided, where:","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.907081045
,"in exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects, it may, by way of derogation from the consistency mechanism referred to in articles 63, 64 and 65 or the procedure referred to in article 60, immediately adopt provisional measures intended to produce legal effects on its own territory with a specified period of validity which shall not exceed three months. the supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the board and to the commission.","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.906980737
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of article 49(1);","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.906919401
,"supervisory authorities shall provide each other with relevant information and mutual assistance in order to implement and apply this regulation in a consistent manner, and shall put in place measures for effective cooperation with one another. mutual assistance shall cover, in particular, information requests and supervisory measures, such as requests to carry out prior authorisations and consultations, inspections and investigations.","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.906878713
,member states may maintain or introduce more specific provisions to adapt the application of the rules of this regulation with regard to processing for compliance with points (c) and (e) of paragraph,"§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.906878154
,"without prejudice to other tasks set out under this regulation, each supervisory authority shall on its territory:","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.906786226
,"each supervisory authority shall ensure that the imposition of administrative fines pursuant to this article in respect of infringements of this regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.90670627
,"promote the exchange and documentation of personal data protection legislation and practice, including on jurisdictional conflicts with third countries.",– to promote and elaborate studies on national and international practices for the protection of personal data and privacy;,0.906573013
,"where processing is carried out by public authorities or private bodies acting on the basis of point (c) or (e) of article 6(1), the supervisory authority of the member state concerned shall be competent. in such cases article 56 does not apply.","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.906432009
,"in the absence of an adequacy decision pursuant to article 45(3), or of appropriate safeguards pursuant to article 46, including binding corporate rules, a transfer or a set of transfers of personal data to a third country or an international organisation shall take place only on one of the following conditions:","x – permanent deletion of personal data that has been provided to an internet application, upon request, at the termination of the relationship between the parties, except in the situations in which storage of records is obligatory, as provided in this law and in that",0.906311264
,"irrespective of the terms of the arrangement referred to in paragraph 1, the data subject may exercise his or her rights under this regulation in respect of and against each of the controllers.",§3 the rights provided in this article shall be exercised by means of an express request by the data subject or her/his legally constituted representative to the processing agent.,0.906288062
,"subject to the authorisation from the competent supervisory authority, the appropriate safeguards referred to in paragraph 1 may also be provided for, in particular, by:","§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.906229016
,"where a supervisory authority does not provide the information referred to in paragraph 5 of this article within one month of receiving the request of another supervisory authority, the requesting","§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.906050734
,this regulation lays down rules relating to the protection of natural persons with regard to the processing of personal data and rules relating to the free movement of personal data.,"ensuring the prevention of fraud and the safety of the data subject, in processes of identification and authentication of registration in electronic systems, respecting the rights mentioned in art. 9 of this law and except when fundamental rights and liberties of the data subject which require protection of personal data prevail.",0.906025625
,(b) of paragraph 2 of this article. the implementing act shall be adopted in accordance with the examination procedure referred to in article 93(2).,§2 contracts and agreements as mentioned in §1 of this article shall be communicated to the national authority.,0.905890586
,the obligation laid down in paragraph 1 of this article shall not apply to:,§2 contracts and agreements as mentioned in §1 of this article shall be communicated to the national authority.,0.905850892
,"where appropriate, the controller shall seek the views of data subjects or their representatives on the intended processing, without prejudice to the protection of commercial or public interests or the security of processing operations.","– when necessary to fulfill the legitimate interests of the controller or a third party, except when the data subject’s fundamental rights and liberties which require personal data protection prevail; or",0.905788924
,"the board shall collate all approved codes of conduct, amendments and extensions in a register and shall make them publicly available by way of appropriate means.",§3 rules of good practice and governance shall be published and updated periodically and may be recognized and disclosed by the national authority.,0.905771183
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data transfers based on binding corporate rules adhered to by controllers and binding corporate rules adhered to by processors and on further necessary requirements to ensure the protection of personal data of the data subjects concerned referred to in article 47;","sole paragraph. anpd shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this law and for setting the standards and guidelines for the implementation thereof. (included by law no. 13,853/2019)",0.90567437
,processing of personal data relating to criminal convictions and offences or related security measures based on article 6(1) shall be carried out only under the control of official authority or when the processing is authorised by union or member state law providing for appropriate safeguards for the rights and freedoms of data subjects. any comprehensive register of criminal convictions shall be kept only under the control of official authority.,"ensuring the prevention of fraud and the safety of the data subject, in processes of identification and authentication of registration in electronic systems, respecting the rights mentioned in art. 9 of this law and except when fundamental rights and liberties of the data subject which require protection of personal data prevail.",0.905655699
,"how the information on the binding corporate rules, in particular on the provisions referred to in points (d), (e) and (f) of this paragraph is provided to the data subjects in addition to articles 13 and 14;","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.905319436
,"the obligations referred to in paragraphs 1 and 2 shall not apply to an enterprise or an organisation employing fewer than 250 persons unless the processing it carries out is likely to result in a risk to the rights and freedoms of data subjects, the processing is not occasional, or the processing includes special categories of data as referred to in article 9(1) or personal data relating to criminal convictions and offences referred to in article 10.","§3 children’s personal data may be collected without the consent mentioned in §1 of this article when the collection is necessary to contact the parents or the legal representative, and as long as the data are used one single time and not stored, or for their protection, and under no circumstances shall the data be passed on to third parties without consent as provided in §1 of this article.",0.90528583
,"where two or more controllers jointly determine the purposes and means of processing, they shall be joint controllers. they shall in a transparent manner determine their respective responsibilities for compliance with the obligations under this regulation, in particular as regards the exercising of the rights of the data subject and their respective duties to provide the information referred to in  articles 13 and 14, by means of an arrangement between them unless, and in so far as, the respective responsibilities of the controllers are determined by union or member state law to which the controllers are subject. the arrangement may designate a contact point for data subjects.","§3 the national authority may establish complementary rules about the definition and the duties of the data protection officer, including situations in which the appointment of such person may be waived, according to the nature and the size of the entity or the volume of data processing operations.",0.905115375
,"the controller shall document any personal data breaches, comprising the facts relating to the personal data breach, its effects and the remedial action taken. that documentation shall enable the supervisory authority to verify compliance with this article.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.904902525
,"the commission shall, if appropriate, submit legislative proposals with a view to amending other union legal acts on the protection of personal data, in order to ensure uniform and consistent protection of natural persons with regard to processing. this shall in particular concern the rules relating to the protection of natural persons with regard to processing by union institutions, bodies, offices and agencies and on the free movement of such data.","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.904861927
