Ken,gdpr recital,bdpr recital,similarity
,"requested supervisory authorities shall, as a rule, supply the information requested by other supervisory authorities by electronic means, using a standardised format.",§5o notarial and registry bodies shall provide access to data by electronic means to the public administration in order to fulfill the purposes mentioned in the lead sentence of this,0.847119879
,"an approved certification mechanism pursuant to article 42 together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects' rights.","– when the controller offers and proves guarantees of compliance with the principles and the rights of the data subject and the regime of data protection provided in this law, in the form of:",0.84709362
,demonstrated their independence and expertise in relation to the subject-matter of the certification to the satisfaction of the competent supervisory authority;,"– quality of the data: guarantee to the data subjects of the accuracy, clarity, relevancy and updating of the data, in accordance with the need and for achieving the purpose of the processing;",0.847074549
,the supervisory authorities concerned shall not adopt a decision on the subject matter submitted to the board under paragraph 1 during the periods referred to in paragraphs 2 and 3.,"§4 controllers shall not condition the participation of data subjects, as referred to in",0.847066826
,standard data protection clauses adopted by a supervisory authority and approved by the commission pursuant to the examination procedure referred to in article 93(2);,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.846678821
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing the personal data breaches and determining the undue delay","§1 the provisions of this article apply to any processing of personal data that reveals sensitive personal data and that may cause harm to the data subject, subject to the provisions of specific legislation.",0.846440125
,"a transfer pursuant to point (g) of the first subparagraph of paragraph 1 shall not involve the entirety of the personal data or entire categories of the personal data contained in the register. where the register is intended for consultation by persons having a legitimate interest, the transfer shall be made only at the request of those persons or if they are to be the recipients.","§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.846068822
,"where, in exceptional circumstances, a supervisory authority concerned has reasons to consider that there is an urgent need to act in order to protect the interests of data subjects, the urgency procedure referred to in article 66 shall apply.","must contain at least a description of the types of data collected, the methodology used for collection and for ensuring the security of the information, and the analysis of the controller regarding the adopted measures, safeguards and mechanisms of risk mitigation.",0.845720243
,obtaining or disclosure is expressly laid down by union or member state law to which the controller is subject and which provides appropriate measures to protect the data subject's legitimate interests; or,"– when the controller offers and proves guarantees of compliance with the principles and the rights of the data subject and the regime of data protection provided in this law, in the form of:",0.845707481
,"upon request, provide information to any data subject concerning the exercise of their rights under this regulation and, if appropriate, cooperate with the supervisory authorities in other member states to that end;","– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.845602141
,"the controller and the processor shall ensure that the data protection officer is involved, properly and in a timely manner, in all issues which relate to the protection of personal data.",demonstrate the controller’s commitment to adopt internal procedures and policies that ensure broad compliance with rules and good practices regarding the protection of personal data;,0.845296607
,"where the controller intends to further process the personal data for a purpose other than that for which the personal data were obtained, the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2.","– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.845169551
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of article 49(1);","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.844452525
,"where the controller intends to further process the personal data for a purpose other than that for which the personal data were collected, the controller shall provide the data subject prior to that further processing with information on that other purpose and with any relevant further information as referred to in paragraph 2.","– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.844388153
,"in order to contribute to the consistent application of this regulation throughout the union, the supervisory authorities shall cooperate with each other and, where relevant, with the commission, through the consistency mechanism as set out in this section.","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.843970206
,personal data shall be:,which governs personal data protection;…”,0.843863705
,"encourage the drawing up of codes of conduct pursuant to article 40(1) and provide an opinion and approve such codes of conduct which provide  sufficient  safeguards,  pursuant  to  article 40(5);","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.843750431
,"where more than one supervisory authority is established in a member state, that member state shall designate the supervisory authority which is to represent those authorities in the board and shall set out the mechanism to ensure compliance by the other authorities with the rules relating to the consistency mechanism referred to in article 63.","§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.843749353
,"‘recipient’ means a natural or legal person, public authority, agency or another body, to which the personal data are disclosed, whether a third party or not. however, public authorities which may receive personal data in the framework of a particular inquiry in accordance with union or member state law shall not be regarded as recipients; the processing of those data by those public authorities shall be in compliance with the applicable data protection rules according to the purposes of the processing;","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.843600417
,to inform and advise the controller or the processor and the employees who carry out processing of their obligations pursuant to this regulation and to other union or member state data protection provisions;,– information regarding the shared use of data by the controller and the purpose; vi – responsibilities of the agents that will carry out the processing; and,0.843594132
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data transfers based on binding corporate rules adhered to by controllers and binding corporate rules adhered to by processors and on further necessary requirements to ensure the protection of personal data of the data subjects concerned referred to in article 47;",demonstrate the controller’s commitment to adopt internal procedures and policies that ensure broad compliance with rules and good practices regarding the protection of personal data;,0.843500223
,"the commission may specify the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules within the meaning of this article. those implementing acts shall be adopted in accordance with the examination procedure set out in article 93(2).","§2 analysis of contractual clauses, documents or global corporate rules submitted to the national authority for approval, supplementary information or due diligences performed for verification of the processing operations may be required, when necessary.",0.842813807
,to issue reprimands to a controller or a processor where processing operations have infringed provisions of this regulation;,– to monitor and apply sanctions for data processing that is not compliant with,0.842604033
,"the data subject objects to the processing pursuant to article 21(1) and there are no overriding legitimate grounds for the processing, or the data subject objects to the processing pursuant to article 21(2);","§2 the provisions of this article do not substitute the application of administrative, civil or criminal sanctions defined in specific legislation.",0.842421676
,the notification of personal data breaches to supervisory authorities and the communication of such personal data breaches to data subjects;,"§1 the provisions of this article apply to any processing of personal data that reveals sensitive personal data and that may cause harm to the data subject, subject to the provisions of specific legislation.",0.842256098
,"where those proceedings are pending at first instance, any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the actions in question and its law permits the consolidation thereof.","§2 the data subject may oppose the processing carried out based on one of the situations of waiver of consent, if there is noncompliance with the provisions of this law.",0.842199087
,"where applicable, transfers of personal data to a third country or an international organisation, including the identification of that third country or international organisation and, in the case of transfers referred to in the second subparagraph of article 49(1), the documentation of suitable safeguards;","§3 the national authority may provide for standards and techniques to be used in processes of anonymization, and carry out security checks, with opinions from the national board for the protection of personal data.",0.841690564
,"the controller shall take appropriate measures to provide any information referred to in articles 13 and 14 and any communication under articles 15 to 22 and 34 relating to processing to the data subject in a concise, transparent, intelligible and easily accessible form, using clear and plain language, in particular for any information addressed specifically to a child. the information shall be provided in writing, or by other means, including, where appropriate, by electronic means. when requested by the data subject, the information may be provided orally, provided that the identity of the data subject is proven by other means.","§6 information on the processing of data referred to in this article shall be provided in a simple, clear and accessible manner, taking into account the physical-motor, perceptive, sensorial, intellectual and mental characteristics of the user, using audiovisual resources when appropriate, in order to provide the necessary information to the parents or the legal representative and that is appropriate for the children’s understanding.",0.841554095
,"collected for specified, explicit and legitimate purposes and not further processed in a manner that is incompatible with those purposes; further processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes shall, in accordance with article 89(1), not be considered to be incompatible with the initial purposes (‘purpose limitation’);","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.841217819
,"the controller shall provide a copy of the personal data undergoing processing. for any further copies requested by the data subject, the controller may charge a reasonable fee based on administrative costs. where the data subject makes the request by electronic means, and unless otherwise requested by the data subject, the information shall be provided in a commonly used electronic form.","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.840979654
,carry out the accreditation of certification bodies and its periodic review pursuant to article 43 and maintain a public register of accredited bodies pursuant to article 43(6) and of the accredited controllers or processors established in third countries pursuant to article 42(7);,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.840948616
,any other information requested by the supervisory authority.,– other specific circumstances relating to the transfer.,0.840766303
,"where in a member state more than one supervisory authority is responsible for monitoring the application of the provisions pursuant to this regulation, a joint representative shall be appointed in accordance with that member state's law.",– the general and sectorial rules of legislation in force in the receiving country or international organization;,0.840701358
,standard data protection clauses adopted by the commission in accordance with the examination procedure referred to in article 93(2);,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.840500475
,the categories of processing carried out on behalf of each controller;,– information regarding the shared use of data by the controller and the purpose; vi – responsibilities of the agents that will carry out the processing; and,0.840431839
,"if the data subject's consent is given in the context of a written declaration which also concerns other matters, the request for consent shall be presented in a manner which is clearly distinguishable from the other matters, in an intelligible and easily accessible form, using clear and plain language. any part of such a declaration which constitutes an infringement of this regulation shall not be binding.","– purpose: processing done for legitimate, specific and explicit purposes of which the data subject is informed, with no possibility of subsequent processing that is incompatible with these purposes;",0.840186946
,"where the personal data must remain confidential subject to an obligation of professional secrecy regulated by union or member state law, including a statutory obligation of secrecy.","– an indication of the technical and security measures used to protect the data, subject to commercial and industrial secrecy;",0.840177531
,"member states shall by law reconcile the right to the protection of personal data pursuant to this regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression.","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.839890165
,demonstrated its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority;,"– quality of the data: guarantee to the data subjects of the accuracy, clarity, relevancy and updating of the data, in accordance with the need and for achieving the purpose of the processing;",0.839428435
,"by derogation from paragraph 1, each supervisory authority shall be competent to handle a complaint lodged with it or a possible infringement of this regulation, if the subject matter relates only to an establishment in its member state or substantially affects data subjects only in its member state.","– controllers directly involved in the processing from which damages resulted to the data subject shall jointly answer, save from cases of exclusion as provided in art. 43 of this law.",0.839150084
,"where applicable, the contact details of the data protection officer;",– the controller’s contact information;,0.838934887
,"processing for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes, shall be subject to appropriate safeguards, in accordance with this regulation, for the rights and freedoms of the data subject. those safeguards shall ensure that technical and organisational measures are in place in particular in order to ensure respect for the principle of data minimisation. those measures may include pseudonymisation provided that those purposes can be fulfilled in that manner. where those purposes can be fulfilled by further processing which does not permit or no longer permits the identification of data subjects, those purposes shall be fulfilled in that manner.",§2 the controller shall adopt measures to ensure transparency of data processing based on her/his legitimate interests.,0.838835891
,"taking into account the nature, scope, context and purposes of processing as well as the risks of varying likelihood and severity for the rights and freedoms of natural persons, the controller shall implement appropriate technical and organisational measures to ensure and to be able to demonstrate that processing is performed in accordance with this regulation. those measures shall be reviewed and updated where necessary.","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.838699414
,"the existence and effective functioning of one or more independent supervisory authorities in the third country or to which an international organisation is subject, with responsibility for ensuring and enforcing compliance with the data protection rules, including adequate enforcement powers, for assisting and advising the data subjects in exercising their rights and for cooperation with the supervisory authorities of the member states; and","– transfer to third parties, provided that the requirements for data processing as provided in this law are obeyed; or",0.837777125
,"paragraph 1 shall not affect the general contract law of member states such as the rules on the validity, formation or effect of a contract in relation to a child.","§2 the provisions of this article do not substitute the application of administrative, civil or criminal sanctions defined in specific legislation.",0.836768196
,"the information provided to, and the protection of, children, and the manner in which the consent of the holders of parental responsibility over children is to be obtained;",§1 the processing of children’s personal data shall be done with specific and highlighted consent given by at least one of the parents or the legal representative.,0.836553076
,"demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.","– purpose: processing done for legitimate, specific and explicit purposes of which the data subject is informed, with no possibility of subsequent processing that is incompatible with these purposes;",0.836331753
,"the contact details of the data protection officer, where applicable;",– the controller’s contact information;,0.836167743
,the supervisory authority shall apply the consistency mechanism referred to in article 63 in the cases referred to in paragraph 3 of this article.,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.836117983
,the protection of the data subject or the rights and freedoms of others;,"– freedom of expression, information, communication and opinion;",0.835719762
,the controller or the processor shall publish the contact details of the data protection officer and communicate them to the supervisory authority.,"- data protection officer: person named by the controller and processor to act as a channel of communication between the controller, the subjects of such data and the national data protection authority (anpd); (new wording given by law no. 13,853/2019)",0.835575681
,engage relevant stakeholders in discussion and activities aimed at furthering international cooperation in the enforcement of legislation for the protection of personal data;,"– to promote cooperation initiatives with data protection authorities of other countries, of international or transnational nature;",0.835495216
,the purposes of the processing for which the personal data are intended as well as the legal basis for the processing;,"– to ensure the protection of personal data, as provided in legislation;",0.835311242
,data subjects may contact the data protection officer with regard to all issues related to processing of their personal data and to the exercise of their rights under this regulation.,"– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.835166704
,the transfer of personal data to third countries or international organisations; or,– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.835054692
,the commission shall be empowered to adopt delegated acts in accordance with article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons.,"§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.834997652
,"processing which is occasional, does not include, on a large scale, processing of special categories of data as referred to in article 9(1) or processing of personal data relating to criminal convictions and offences referred to in article 10, and is unlikely to result in a risk to the rights and freedoms of natural persons, taking into account the nature, context, scope and purposes of the processing; or","iv– have their origin outside the national territory and are not the object of communication, shared use of data with brazilian processing agents or the object of international transfer of data with another country that is not the country of origin, since the country of origin provides a level of personal data protection adequate to that established in this law.",0.83460376
,"the controller shall seek the advice of the data protection officer, where designated, when carrying out a data protection impact assessment.",– information regarding the shared use of data by the controller and the purpose; vi – responsibilities of the agents that will carry out the processing; and,0.834587421
,the secretariat shall be responsible in particular for:,– the specific purpose of the processing;,0.834479391
,to cooperate with the supervisory authority;,– support and promotion of the controller’s activity; and,0.834389675
,"each member state shall ensure that each supervisory authority is provided with the human, technical and financial resources, premises and infrastructure necessary for the effective performance of its tasks and exercise of its powers, including those to be carried out in the context of mutual assistance, cooperation and participation in the board.","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.834342864
,the existence of the right to request from the controller rectification or erasure of personal data or restriction of processing of personal data concerning the data subject or to object to such processing;,i – a description of the nature of the affected personal data; ii – information on the data subjects involved;,0.834264894
,"a decision pursuant to paragraph 5 of this article is without prejudice to transfers of personal data to the third country, a territory or one or more specified sectors within that third country, or the international organisation in question pursuant to articles 46 to 49.","§5 the request as mentioned in §3 of this article shall be fulfilled without costs to the data subject, within the time periods and the terms as provided in regulation.",0.834187548
,to issue warnings to a controller or processor that intended processing operations are likely to infringe provisions of this regulation;,– to monitor and apply sanctions for data processing that is not compliant with,0.833667125
,"the cooperation mechanism with the supervisory authority to ensure compliance by any member of the group of undertakings, or group of enterprises engaged in a joint economic activity, in particular by making available to the supervisory authority the results of verifications of the measures referred to in point (j);","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.833519269
,the board shall collate all certification mechanisms and data protection seals and marks in a register and shall make them publicly available by any appropriate means.,"§1 the identity and contact information of the data protection officer shall be publicly disclosed, in a clear and objective manner, preferably on the controller’s website.",0.83320193
,the basis for the processing referred to in point (c) and (e) of paragraph 1 shall be laid down by:,§2 the assessment of the transformation referred in the §1 of this article shall occur,0.833075969
,"the controller shall facilitate the exercise of data subject rights under articles 15 to 22. in the cases referred to in article 11(2), the controller shall not refuse to act on the request of the data subject for exercising his or her rights under articles 15 to 22, unless the controller demonstrates that it is not in a position to identify the data subject.","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.833052601
,paragraphs 1 and 2 shall not apply to the extent that processing is necessary:,"§4 controllers shall not condition the participation of data subjects, as referred to in",0.83287704
,"where personal data are processed for scientific or historical research purposes or statistical purposes pursuant to article 89(1), the data subject, on grounds relating to his or her particular situation, shall have the right to object to processing of personal data concerning him or her, unless the processing is necessary for the performance of a task carried out for reasons of public interest.","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.832831293
,"‘relevant and reasoned objection’ means an objection to a draft decision as to whether there is an infringement of this regulation, or whether envisaged action in relation to the controller or processor complies with this regulation, which clearly demonstrates the significance of the risks posed by the draft decision as regards the fundamental rights and freedoms of data subjects and, where applicable, the free flow of personal data within the union;","– to amend regulations and procedures on the protection of personal data and privacy, as well as on data protection impact assessment reports in cases in which the processing represents a high risk to the guarantee of the general principles of personal data protection foreseen in this law;",0.83254144
,"where the personal data are not collected from the data subject, any available information as to their source;",– they did not carry out the personal data processing that is attributed to them;,0.832509055
,assists the controller in ensuring compliance with the obligations pursuant to articles 32 to 36 taking into account the nature of processing and the information available to the processor;,"§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.832156992
,to notify the controller or the processor of an alleged infringement of this regulation;,– determination by the national authority when there has been a violation of the provisions of this law.,0.831916439
,"compliance with approved codes of conduct referred to in article 40 by the relevant controllers or processors shall be taken into due account in assessing the impact of the processing operations performed by such controllers or processors, in particular for the purposes of a data protection impact assessment.","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.83179101
,the arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects. the essence of the arrangement shall be made available to the data subject.,are integrated into its general governance structure and establish and apply internal and external mechanisms of supervision;,0.83140884
,member states may maintain or introduce more specific provisions to adapt the application of the rules of this regulation with regard to processing for compliance with points (c) and (e) of paragraph,"and may issue complementary technical report to ensure compliance with this law.” (new wording given by law no. 13,853/2019)",0.831381648
,the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject or to object to processing as well as the right to data portability;,i – a description of the nature of the affected personal data; ii – information on the data subjects involved;,0.831280748
,"where the controller has made the personal data public and is obliged pursuant to paragraph 1 to erase the personal data, the controller, taking account of available technology and the cost of implementation, shall take reasonable steps, including technical measures, to inform controllers which are processing the personal data that the data subject has requested the erasure by such controllers of any links to, or copy or replication of, those personal data.","§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.83122341
,describe the likely consequences of the personal data breach;,"§1 the provisions of this article apply to any processing of personal data that reveals sensitive personal data and that may cause harm to the data subject, subject to the provisions of specific legislation.",0.831098349
,processing is necessary to protect the vital interests of the data subject or of another natural person where the data subject is physically or legally incapable of giving consent;,– when the transfer is necessary to protect the life or physical safety of the data subject or of a third party;,0.831079899
,the supervisory authority shall establish and make public a list of the kind of processing operations which are subject to the requirement for a data protection impact assessment pursuant  to paragraph 1. the supervisory authority shall communicate those lists to the board referred to in article 68.,"§2 when processing data as mentioned in §1 of this article, controllers shall make public the information about the types of data collected, the way it is used and the procedures for exercising the rights of data subjects referred to in art. 18 of this law.",0.831044761
,"where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject.","§4 anyone who pays compensation for damages to the data subject has the right to demand compensation from the other liable parties, to the extent of their participation in the damaging event.",0.830973832
,"where personal data relating to a data subject are collected from the data subject, the controller shall, at the time when personal data are obtained, provide the data subject with all of the following information:","– processing: any operation carried out with personal data, such as collection, production, receipt, classification, use, access, reproduction, transmission, distribution, processing, filing, storage, deletion, evaluation or control of the information, modification, communication, transfer, dissemination or extraction;",0.830919153
,monitor and enforce the application of this regulation;,– for compliance with a legal or regulatory obligation by the controller;,0.830782535
,it is not competent for the subject-matter of the request or for the measures it is requested to execute; or,"– without consent from the data subject, in the situations when it is indispensable",0.83074456
,"where the lead supervisory authority decides to handle the case, the procedure provided in article 60 shall apply. the supervisory authority which informed the lead supervisory authority may submit to the lead supervisory authority a draft for a decision. the lead supervisory authority shall take utmost account of that draft when preparing the draft decision referred to in article 60(3).","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.830732353
,the existence of the right to request from the controller access to and rectification or erasure of personal data or restriction of processing concerning the data subject and to object to processing as well as the right to data portability;,i – a description of the nature of the affected personal data; ii – information on the data subjects involved;,0.83068308
,the transfers of personal data to a recipient in a third country or an international organisation pursuant to articles 44 to 49;,– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.830328864
,ensures that persons authorised to process the personal data have committed themselves to confidentiality or are under an appropriate statutory obligation of confidentiality;,"– to ensure the protection of personal data, as provided in legislation;",0.830247595
,"where a processor engages another processor for carrying out specific processing activities on behalf of the controller, the same data protection obligations as set out in the contract or other legal act between the controller and the processor as referred to in paragraph 3 shall be imposed on that other processor by way of a contract or other legal act under union or member state law, in particular providing sufficient guarantees to implement appropriate technical and organisational measures in such a manner that the processing will meet the requirements of this regulation. where that other processor fails to fulfil its data protection obligations, the initial processor shall remain fully liable to the controller for the performance of that other processor's obligations.","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.830196274
,"in exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects, it may, by way of derogation from the consistency mechanism referred to in articles 63, 64 and 65 or the procedure referred to in article 60, immediately adopt provisional measures intended to produce legal effects on its own territory with a specified period of validity which shall not exceed three months. the supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the board and to the commission.","§6 the controller shall immediately inform the processing agents with which she/he has carried out the shared use of data of the correction, deletion, anonymization or blocking of data, so that they can repeat an identical procedure, except in cases in which this action is proven impossible or involves disproportionate effort. (new wording given by law no. 13,853/2019)",0.829876627
,"a systematic description of the envisaged processing operations and the purposes of the processing, including, where applicable, the legitimate interest pursued by the controller;",– information regarding the shared use of data by the controller and the purpose; vi – responsibilities of the agents that will carry out the processing; and,0.829260162
,the translation of relevant information;,– the specific purpose of the processing;,0.829169256
,"any supervisory authority may request an urgent opinion or an urgent binding decision, as the case may be, from the board where a competent supervisory authority has not taken an appropriate measure in a situation where there is an urgent need to act, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or decision, including for the urgent need to act.","§2 in the situation when consent is required, if there are changes in the purpose of the processing of personal data that are not compatible with the original consent, the controller shall previously inform the data subject of the changes of purpose, and the data subject may revoke her/his consent if she/he disagrees with the changes.",0.829106939
,"the appropriate safeguards referred to in paragraph 1 may be provided for, without requiring any specific authorisation from a supervisory authority, by:","– purpose: processing done for legitimate, specific and explicit purposes of which the data subject is informed, with no possibility of subsequent processing that is incompatible with these purposes;",0.828835912
,the competent supervisory authority shall submit the draft criteria for accreditation of a body as referred to in paragraph 1 of this article to the board pursuant to the consistency mechanism referred to in article 63.,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.828704483
,an assessment of the necessity and proportionality of the processing operations in relation to the purposes;,– the specific purpose of the processing;,0.828604063
,"in particular, any legislative measure referred to in paragraph 1 shall contain specific provisions at least, where relevant, as to:","§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.828477215
