chapter,clause,recital
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Authority shall, by regulations, specify codes of practice to promote good	20"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,practices of data protection and facilitate compliance with the obligations under this Act.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Notwithstanding anything contained in sub-section (1), the Authority may approve any code of practice submitted by an industry or trade association, an association representing the interest of data principals, any sectoral regulator or statutory Authority, or"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,any departments or ministries of the Central or State Government.	25
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The Authority shall ensure transparency and compliance with the obligations of data fiduciary and the rights of the data principal under this Act while specifying or approving any code of practice under this section.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"A code of practice under sub-section (1) or sub-section (2), shall not be issued"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,unless the Authority has made consultation with the sectoral regulators and other	30
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,stakeholders including the public and has followed such procedure as may be prescribed.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,A code of practice issued under this section shall not derogate from the provisions of this Act or any other law for the time being in force.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The code of practice under this Act may include the following matters, namely:—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,requirements for notice under section 7 including any model forms or guidance	35
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,relating to notice;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,measures for ensuring quality of personal data processed under section 8;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,measures pertaining to the retention of personal data under section 9;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,manner for obtaining valid consent under section 11;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,processing of personal data under section 12;	40
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,activities where processing of personal data may be undertaken under section 14;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,processing of sensitive personal data under Chapter III;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"processing of personal data under any other ground for processing, including processing of personal data of children and age-verification under this Act;	45"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,exercise of any right by data principals under Chapter V;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,the standards and means by which a data principal may avail the right to data portability under section 19;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,transparency and accountability measures including the standards thereof
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,to be maintained by data fiduciaries and data processors under Chapter VI;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,standards for security safeguards to be maintained by data fiduciaries and data processors under section 24;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,methods of de-identification and anonymisation;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"methods of destruction, deletion, or erasure of personal data where required"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,under this Act;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,appropriate action to be taken by the data fiduciary or data processor in response to a personal data breach under section 25;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,manner in which data protection impact assessments may be carried out by the data fiduciary or a class thereof under section 27;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,(q) transfer of personal data outside India pursuant to section 34;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"processing of any personal data or sensitive personal data to carry out any activity necessary for research, archiving or statistical purposes under section 38; and"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"any other matter which, in the view of the Authority, may be necessary to be"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,provided in the code of practice.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Authority may review, modify or revoke a code of practice issued under this section in such manner as may be prescribed."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Authority may, for the discharge of its functions under this Act, issue such directions from time to time as it may consider necessary to any data fiduciary or data"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,processor who shall be bound to comply with such directions.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,No direction shall be issued under sub-section (1) unless the Authority has given a reasonable opportunity of being heard to the data fiduciaries or data processor concerned.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Authority may, on a representation made to it or on its own motion, modify, suspend, withdraw or cancel any direction issued under sub-section (1) and in doing so,"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"may impose such conditions as it deems fit, subject to which the modification, suspension, withdrawal or cancellation shall have effect."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) Without prejudice to the other provisions of this Act, the Authority may require a data fiduciary or data processor to provide such information as may be reasonably required by it for discharging its functions under this Act."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(2) If the Authority requires a data fiduciary or a data processor to provide any information under sub-section (1), it shall provide a notice in writing to the data fiduciary or the data processor stating the reasons for such requisition."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(3) The Authority shall, by regulations, specify the manner in which the data fiduciary or data processor shall provide the information sought in sub-section (1), including the"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"designation of the officer or employee of the Authority who may seek such information, the period within which such information is to be furnished and the form in which such information may be provided."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) The Authority may, on its own or on a complaint received by it, inquire or cause to be inquired, if it has reasonable grounds to believe that—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,(a) the activities of the data fiduciary or data processor are being conducted in a manner which is detrimental to the interest of data principals; or
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Power of
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Authority to issue directions.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Power of
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Authority to call for
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,information.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Power of
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Authority to conduct inquiry.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(b) any data fiduciary or data processor has contravened any of the provisions of this Act or the rules or regulations made thereunder, or any direction of the Authority."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"For the purposes of sub-section (1), the Authority shall, by an order in writing, appoint one of its officers as an Inquiry Officer to inquire into the affairs of such data fiduciary or data processor and to report to the Authority on any inquiry made."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"For the purpose of any inquiry under this section, the Inquiry Officer may, wherever necessary, seek the assistance of any other person."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The order referred to in sub-section (2) shall specify the reasons for the inquiry and the scope of the inquiry and may be modified from time to time.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Every officer, employee or other person acting under the direct authority of the data fiduciary or the data processor, or a service provider, or a contractor, where services are being obtained by or provided to the data fiduciary or data processor, as the case may be, shall be bound to produce before the Inquiry Officer, all such books, registers, documents, records and any data in their custody or power and to furnish to the Inquiry Officer any statement and information relating to the affairs of the data fiduciary or data processor as the Inquiry Officer may require within such time as the said Inquiry Officer may specify."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,The Inquiry Officer shall provide a notice in writing to the persons referred to in sub-section (5) stating the reasons thereof and the relationship between the data fiduciary and the Inquiry Officer.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Inquiry Officer may keep in its custody any books, registers, documents, records and other data produced under sub-section (5) for six months and thereafter shall return the same to the person by whom or on whose behalf such books, registers, documents, record and data are produced, unless an approval to retain such books, registers, documents, record and data for an additional period not exceeding three months has been obtained from the Authority."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Notwithstanding anything contained in any other law for the time being in force, while exercising the powers under this section, the Authority or the Inquiry Officer, as the case may be, shall have the same powers as are vested in a civil court under the Code of Civil Procedure, 1908 while trying a suit, in respect of the following matters, namely—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"the discovery and production of books of account and other documents, at such place and at such time as may be specified;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,summoning and enforcing the attendance of persons and examining them on
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"inspection of any book, document, register or record of any data fiduciary;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,issuing commissions for the examination of witnesses or documents; and	35
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,any other matter which may be prescribed.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Action to be taken by
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,Authority pursuant to an inquiry.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) On receipt of a report under sub-section (2) of section 53, the Authority may, after giving such opportunity to the data fiduciary or data processor to make a representation in connection with the report as the Authority deems reasonable, by an order in writing—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,issue a warning to the data fiduciary or data processor where the business or 40
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,activity is likely to violate the provisions of this Act;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,issue a reprimand to the data fiduciary or data processor where the business or activity has violated the provisions of this Act;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,require the data fiduciary or data processor to cease and desist from committing or causing any violation of the provisions of this Act;	45
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,require the data fiduciary or data processor to modify its business or activity to bring it in compliance with the provisions of this Act;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,temporarily suspend or discontinue business or activity of the data fiduciary or data processor which is in contravention of the provisions of this Act;
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"vary, suspend or cancel any registration granted by the Authority in case of a significant data fiduciary;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,suspend or discontinue any cross-border flow of personal data; or
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,require the data fiduciary or data processor to take any such action in respect of any matter arising out of the report as the Authority may deems fit.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,(2) A data fiduciary or data processor aggrieved by an order made under this section may prefer an appeal to the Appellate Tribunal.
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"(1) Where in the course of inquiry under section 53, the Inquiry Officer has reasonable ground to believe that any books, registers, documents, records or data belonging to any person as mentioned therein, are likely to be tampered with, altered, mutilated, manufactured, falsified or destroyed, the Inquiry Officer may make an application to such designated court, as may be notified by the Central Government, for an order for the seizure of such books, registers, documents and records."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Inquiry Officer may require the services of any police officer or any officer of the Central Government, or of both, to assist him for the purposes specified in sub-section (1) and it shall be the duty of every such officer to comply with such requisition."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"After considering the application and hearing the Inquiry Officer, if necessary, the designated court may, by order, authorise the Inquiry Officer—"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"to enter, with such assistance, as may be required, the place or places where such books, registers, documents and records are kept;"
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,to search that place or those places in the manner specified in the order; and
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"to seize books, registers, documents and records it considers necessary for the purposes of the inquiry."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"The Inquiry Officer shall keep in its custody the books, registers, documents and records seized under this section for such period not later than the conclusion of the inquiry as it considers necessary and thereafter shall return the same to the person, from whose custody or power they were seized and inform the designated court of such return."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Save as otherwise provided in this section, every search or seizure made under this section shall be carried out in accordance with the provisions of the Code of Criminal Procedure, 1973 relating to searches or seizures made under that Code."
CHAPTER IX DATA PROTECTION AUTHORITY OF INDIA,undefined,"Where any action proposed to be taken by the Authority under this Act is such that any other regulator or authority constituted under a law made by Parliament or the State legislature may also have concurrent jurisdiction, the Authority shall consult such other regulator or authority before taking such action and may also enter into a memorandum of understanding with such other regulator or authority governing the coordination of such actions."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(1) Where the data fiduciary contravenes any of the following provisions,—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,obligation to take prompt and appropriate action in response to a data security breach under section 25;
CHAPTER X PENALTIES AND COMPENSATION,undefined,"failure to register with the Authority under sub-section (2) of section 26,"
CHAPTER X PENALTIES AND COMPENSATION,undefined,Search and seizure.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Co-ordination between
CHAPTER X PENALTIES AND COMPENSATION,undefined,Authority and other regulators or authorities.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Penalties for contravening certain provisions of the Act.
CHAPTER X PENALTIES AND COMPENSATION,undefined,obligation to undertake a data protection impact assessment by a significant data fiduciary under section 27;
CHAPTER X PENALTIES AND COMPENSATION,undefined,obligation to conduct a data audit by a significant data fiduciary under section 29;
CHAPTER X PENALTIES AND COMPENSATION,undefined,appointment of a data protection officer by a significant data fiduciary under   5
CHAPTER X PENALTIES AND COMPENSATION,undefined,"section 30,"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"it shall be liable to a penalty which may extend to five crore rupees or two per cent. of its total worldwide turnover of the preceding financial year, whichever is higher;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where a data fiduciary contravenes any of the following provisions,—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,processing of personal data in violation of the provisions of Chapter II or 10
CHAPTER X PENALTIES AND COMPENSATION,undefined,Chapter III;
CHAPTER X PENALTIES AND COMPENSATION,undefined,processing of personal data of children in violation of the provisions of Chapter IV;
CHAPTER X PENALTIES AND COMPENSATION,undefined,failure to adhere to security safeguards as per section 24; or
CHAPTER X PENALTIES AND COMPENSATION,undefined,transfer of personal data outside India in violation of the provisions of 15
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Chapter VII,"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"it shall be liable to a penalty which may extend to fifteen crore rupees or four per cent. of its total worldwide turnover of the preceding financial year, whichever is higher."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"For the purposes of this section,—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"the expression ""total worldwide turnover"" means the gross amount of 20"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"revenue recognised in the profit and loss account or any other equivalent statement, as applicable, from the sale, supply or distribution of goods or services or on account of services rendered, or both, and where such revenue is generated within India and outside India."
CHAPTER X PENALTIES AND COMPENSATION,undefined,it is hereby clarified that total worldwide turnover in relation to a data fiduciary 25
CHAPTER X PENALTIES AND COMPENSATION,undefined,"is the total worldwide turnover of the data fiduciary and the total worldwide turnover of any group entity of the data fiduciary where such turnover of a group entity arises as a result of the processing activities of the data fiduciary, having regard to factors, including—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,the alignment of the overall economic interests of the data fiduciary 30
CHAPTER X PENALTIES AND COMPENSATION,undefined,and the group entity;
CHAPTER X PENALTIES AND COMPENSATION,undefined,the relationship between the data fiduciary and the group entity specifically in relation to the processing activity undertaken by the data fiduciary; and
CHAPTER X PENALTIES AND COMPENSATION,undefined,Penalty for failure to comply with data principal requests under Chapter V.
CHAPTER X PENALTIES AND COMPENSATION,undefined,the degree of control exercised by the group entity over the data   35
CHAPTER X PENALTIES AND COMPENSATION,undefined,"fiduciary or vice versa, as the case may be."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"where of any provisions referred to in this section has been contravened by the State, the maximum penalty shall not exceed five crore rupees under sub-section (1), and fifteen crore rupees under sub-section (2), respectively."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where, any data fiduciary, without any reasonable explanation, fails to comply 40"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"with any request made by a data principal under Chapter V, such data fiduciary shall be liable to a penalty of five thousand rupees for each day during which such default continues, subject to a maximum of ten lakh rupees in case of significant data fiduciaries and five lakh rupees in other cases."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"If any data fiduciary, who is required under this Act, or the rules or regulations made thereunder, to furnish any report, return or information to the Authority, fails to furnish the same, then such data fiduciary shall be liable to penalty which shall be ten thousand rupees for each day during which such default continues, subject to a maximum of twenty"
CHAPTER X PENALTIES AND COMPENSATION,undefined,lakh rupees in case of significant data fiduciaries and five lakh rupees in other cases.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"If any data fiduciary or data processor fails to comply with any direction issued by the Authority under section 51or order issued by the Authority under section 54, such data fiduciary or data processor shall be liable to a penalty which may extend to twenty thousand rupees for each day during which such default continues, subject to a maximum of two"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"crores in case of a data processor it may extend to five thousand rupees for each day during which such default continues, subject to a maximum of fifty lakh rupees."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where any person fails to comply with any provision of this Act or the rules or regulations made thereunder applicable to such person, for which no separate penalty has been provided, then, such person shall be liable to a penalty which may extend to a maximum"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"of one crore rupees in case of significant data fiduciaries, and a maximum of twenty five lakh rupees in other cases."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(1) For the purpose of adjudging the penalties under sections 57 to 61or awarding compensation under section 64, the Authority shall appoint such Adjudicating Officer as may be prescribed."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(2) The Central Government shall, having regard to the need to ensure the operational segregation, independence, and neutrality of the adjudication under this Act, prescribe—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,number of Adjudicating Officers to be appointed under sub-section (1);
CHAPTER X PENALTIES AND COMPENSATION,undefined,manner and terms of appointment of Adjudicating Officers ensuring independence of such officers;
CHAPTER X PENALTIES AND COMPENSATION,undefined,(c) jurisdiction of Adjudicating Officers;
CHAPTER X PENALTIES AND COMPENSATION,undefined,(d) other such requirements as the Central Government may deem fit.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(3) The Adjudicating Officers shall be persons of ability, integrity and standing, and must have specialised knowledge of, and not less than seven years professional experience in the fields of law, cyber and internet laws, information technology law and policy, data"
CHAPTER X PENALTIES AND COMPENSATION,undefined,protection and related subjects.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(1) No penalty shall be imposed under this Chapter, except after an inquiry made in such manner as may be prescribed, and the data fiduciary or data processor or any person, as the case may be, has been given a reasonable opportunity of being heard:"
CHAPTER X PENALTIES AND COMPENSATION,undefined,Provided that no inquiry under this section shall be initiated except by a complaint
CHAPTER X PENALTIES AND COMPENSATION,undefined,made by the Authority.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(2) While holding an inquiry, the Adjudicating Officer shall have the power to summon and enforce the attendance of any person acquainted with the facts and circumstances of the case to give evidence or to produce any document which, in the opinion of the Adjudicating Officer, may be useful for or relevant to the subject matter of the inquiry."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(3) If, on the conclusion of such inquiry, the Adjudicating Officer is satisfied that the person has failed to comply with the provisions of this Act or has caused harm to any data principal as a result of any contravention of the provisions of this Act, the Adjudicating Officer may impose such penalty specified under relevant section."
CHAPTER X PENALTIES AND COMPENSATION,undefined,While deciding whether to impose a penalty under sub-section (3) and in determining
CHAPTER X PENALTIES AND COMPENSATION,undefined,"the quantum of penalty under sections 57 to 61, the Adjudicating Officer shall have due regard to the following factors, namely:—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"nature, gravity and duration of violation taking into account the nature, scope and purpose of processing concerned;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Penalty for failure to furnish report, returns,"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"information, etc."
CHAPTER X PENALTIES AND COMPENSATION,undefined,Penalty for failure to comply with direction or order issued by Authority.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Penalty for
CHAPTER X PENALTIES AND COMPENSATION,undefined,contravention where no
CHAPTER X PENALTIES AND COMPENSATION,undefined,separate
CHAPTER X PENALTIES AND COMPENSATION,undefined,penalty has been provided.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Appointment of Adjudicating Officer.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Procedure for adjudication by Adjudicating Officer.
CHAPTER X PENALTIES AND COMPENSATION,undefined,Compensation.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"number of data principals affected, and the level of harm suffered by them;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,intentional or negligent character of the violation;
CHAPTER X PENALTIES AND COMPENSATION,undefined,nature of personal data impacted by the violation;
CHAPTER X PENALTIES AND COMPENSATION,undefined,repetitive nature of the default;
CHAPTER X PENALTIES AND COMPENSATION,undefined,transparency and accountability measures implemented by the data fiduciary 5 or data processor including adherence to any relevant code of practice relating to security safeguards;
CHAPTER X PENALTIES AND COMPENSATION,undefined,action taken by the data fiduciary or data processor to mitigate the harm suffered by data principals; and
CHAPTER X PENALTIES AND COMPENSATION,undefined,"any other aggravating or mitigating factors relevant to the circumstances of 10 the case, such as, the amount of disproportionate gain or unfair advantage, wherever quantifiable, made as a result of the default."
CHAPTER X PENALTIES AND COMPENSATION,undefined,Any person aggrieved by an order under this section by the Adjudicating Officer may prefer an appeal to the Appellate Tribunal.
CHAPTER X PENALTIES AND COMPENSATION,undefined,(1) Any data principal who has suffered harm as a result of any violation of any 15
CHAPTER X PENALTIES AND COMPENSATION,undefined,"provision under this Act or the rules or regulations made thereunder, by a data fiduciary or a data processor, shall have the right to seek compensation from the data fiduciary or the data processor, as the case may be."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Explanation.—For the removal of doubts, it is hereby clarified that a data processor shall be liable only where it has acted outside or contrary to the instructions of the data 20 fiduciary pursuant to section 31, or where the data processor is found to have acted in a negligent manner, or where the data processor has not incorporated adequate security safeguards under section 24, or where it has violated any provisions of this Act expressly applicable to it."
CHAPTER X PENALTIES AND COMPENSATION,undefined,The data principal may seek compensation under this section by making a complaint 25
CHAPTER X PENALTIES AND COMPENSATION,undefined,to the Adjudicating Officer in such form and manner as may be prescribed.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where there are one or more data principals or any identifiable class of data principals who have suffered harm as a result of any contravention by the same data fiduciary or data processor, one complaint may be instituted on behalf of all such data principals"
CHAPTER X PENALTIES AND COMPENSATION,undefined,seeking compensation for the harm suffered.	30
CHAPTER X PENALTIES AND COMPENSATION,undefined,"While deciding to award compensation and the amount of compensation under this section, the Adjudicating Officer shall have regard to the following factors, namely:—"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"nature, duration and extent of violation of the provisions of the Act, rules prescribed, or regulations specified thereunder;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,nature and extent of harm suffered by the data principal;	35
CHAPTER X PENALTIES AND COMPENSATION,undefined,intentional or negligent character of the violation;
CHAPTER X PENALTIES AND COMPENSATION,undefined,"transparency and accountability measures implemented by the data fiduciary or the data processor, as the case may be, including adherence to any relevant code of practice relating to security safeguards;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"action taken by the data fiduciary or the data processor, as the case may be,	40"
CHAPTER X PENALTIES AND COMPENSATION,undefined,to mitigate the damage suffered by the data principal;
CHAPTER X PENALTIES AND COMPENSATION,undefined,"previous history of any, or such, violation by the data fiduciary or the data processor, as the case may be;"
CHAPTER X PENALTIES AND COMPENSATION,undefined,whether the arrangement between the data fiduciary and data processor contains adequate transparency and accountability measures to safeguard the personal	45
CHAPTER X PENALTIES AND COMPENSATION,undefined,data being processed by the data processor on behalf of the data fiduciary;
CHAPTER X PENALTIES AND COMPENSATION,undefined,"any other aggravating or mitigating factor relevant to the circumstances of the case, such as, the amount of disproportionate gain or unfair advantage, wherever quantifiable, made as a result of the default."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where more than one data fiduciary or data processor, or both a data fiduciary and"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"a data processor are involved in the same processing activity and are found to have caused harm to the data principal, then, each data fiduciary or data processor may be ordered to pay the entire compensation for the harm to ensure effective and speedy compensation to the data principal."
CHAPTER X PENALTIES AND COMPENSATION,undefined,"Where a data fiduciary or a data processor has, in accordance with sub-section (5),"
CHAPTER X PENALTIES AND COMPENSATION,undefined,"paid the entire amount of compensation for the harm suffered by the data principal, such data fiduciary or data processor shall be entitled to claim from the other data fiduciaries or data processors, as the case may be, that amount of compensation corresponding to their part of responsibility for the harm caused."
CHAPTER X PENALTIES AND COMPENSATION,undefined,Any person aggrieved by an order made under this section by the Adjudicating
CHAPTER X PENALTIES AND COMPENSATION,undefined,Officer may prefer an appeal to the Appellate Tribunal.
CHAPTER X PENALTIES AND COMPENSATION,undefined,The Central Government may prescribe the procedure for hearing of a complaint under this section.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"No compensation awarded, or penalty imposed, under this Act shall prevent the award of compensation or imposition of any other penalty or punishment under this Act or"
CHAPTER X PENALTIES AND COMPENSATION,undefined,any other law for the time being in force.
CHAPTER X PENALTIES AND COMPENSATION,undefined,"(1) The amount of any penalty imposed or compensation awarded under this Act, if not paid, may be recovered as if it were an arrear of land revenue."
CHAPTER X PENALTIES AND COMPENSATION,undefined,(2) All sums realised by way of penalties under this Act shall be credited to the Consolidated Fund of India.
CHAPTER XI APPELLATE TRIBUNAL,undefined,"(1) The Central Government shall, by notification, establish an Appellate Tribunal to—"
CHAPTER XI APPELLATE TRIBUNAL,undefined,hear and dispose of any appeal from an order of the Adjudicating Officer
CHAPTER XI APPELLATE TRIBUNAL,undefined,under sub-section (5) of section 20;
CHAPTER XI APPELLATE TRIBUNAL,undefined,hear and dispose of any appeal from an order of the Authority under sub-section (2) of section 54;
CHAPTER XI APPELLATE TRIBUNAL,undefined,hear and dispose of any appeal from an order of the Adjudicating Officer under sub-section (5) of section 63; and
CHAPTER XI APPELLATE TRIBUNAL,undefined,(d) hear and dispose of any appeal from an order of an Adjudicating Officer under sub-section (7) of section 64.
CHAPTER XI APPELLATE TRIBUNAL,undefined,The Appellate Tribunal shall consist of a Chairperson and not more than members to be appointed.
CHAPTER XI APPELLATE TRIBUNAL,undefined,"The Appellate Tribunal shall be established at such place or places, as the"
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Central Government may, in consultation with the Chairperson of the Appellate Tribunal, notify."
CHAPTER XI APPELLATE TRIBUNAL,undefined,"Notwithstanding anything contained in sub-sections (1) to (3), where, in the opinion of the Central Government, any existing body is competent to discharge the functions of the Appellate Tribunal under this Act, then, the Central Government may notify such body to"
CHAPTER XI APPELLATE TRIBUNAL,undefined,act as the Appellate Tribunal under this Act.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Compensation or penalties
CHAPTER XI APPELLATE TRIBUNAL,undefined,not to interfere with other
CHAPTER XI APPELLATE TRIBUNAL,undefined,punishment.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Recovery of amounts.
CHAPTER XI APPELLATE TRIBUNAL,undefined,Establishment of Appellate Tribunal.
